t,V,G,X,S,P,r_V,r_G,r_X,r_S,r_P,q_G,q_X,q_S,q_P,q_M
0.0,0.5,0.0,1.52,12.985268910039448,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.20468083511905336,0.502852924814336,3.4289613771348226,1.8429276536787778,12.903949268291383,0.0005969046501053208,0.013938314935839757,15.464996105373448,1.6901687338434912,-0.4256182905496077,0.003124134973269919,-10.499946023751127,0.9171107343631326,-0.23094682512360462,0.0016952021784661254,6.863698491476912
0.8513957085458462,0.5118670026477823,9.081921464291664,3.3157919970208694,12.533052569356933,0.0033193707055823654,0.013938314936314214,-2.6965619864859396e-11,3.04094843338322,-0.7657716344822265,0.005620937816687857,-10.499946023751127,0.9171107343631326,-0.23094682512360462,0.0016952021784661254,6.863698491476912
1.3200956795811245,0.5183999093302707,4.930870817084558,5.103659288469333,12.08283182803165,0.006624093258385027,0.013938314934914807,-18.772510057863595,4.680620717987342,-1.1786739091845877,0.008651734343961555,-10.499946023751127,0.9171107343631326,-0.23094682512360462,0.0016952021784661254,6.863698491476912
1.5247733386027347,0.5279812944071788,16.449091763131005,6.18835611986635,11.809683471951171,0.008547790409514549,0.046811761177361265,51.95075732893858,5.677286537596994,-1.4296542958876854,0.010068601310889116,-10.49994288961517,0.917414322580971,-0.23102327471072584,0.0016270235771609857,6.861881639454453
2.171478176749699,0.5582545600740281,35.43940424237526,11.136074205132532,10.563749103728126,0.01732251059834393,0.04681176117783583,-2.732622875900231e-10,10.216393973113084,-2.5726923302913614,0.01811865528876231,-10.49994288961517,0.917414322580971,-0.23102327471072584,0.0016270235771609857,6.861881639454453
2.640170874818855,0.5801949541087256,21.49307998238975,17.142973219411463,9.051091793962991,0.027975675783684456,0.04681176117643611,-63.07209659388535,15.727209163110102,-3.9604258114267106,0.027892021610621254,-10.49994288961517,0.917414322580971,-0.23102327471072584,0.0016270235771609857,6.861881639454453
2.844843534110345,0.6058963616374122,49.84861216776514,20.26140837696945,8.265807452567945,0.034024827144933316,0.12557240225983954,126.51555838781796,16.282280345118735,-4.100203836605965,0.03158442402600402,-9.236466427035717,0.8036104915404776,-0.20236519398456793,0.0015588464255973,6.860778882734791
3.491532574980393,0.6871023179656501,95.25391356606269,33.95880655296753,4.81652864380551,0.06059508775179207,0.1255724022603142,-2.5283995389514023e-9,27.2896532261581,-6.87208047557566,0.052936564212640896,-9.236466427035717,0.8036104915404776,-0.20236519398456793,0.0015588464255973,6.860778882734791
3.9602138241351397,0.7459559183433627,63.25594938650699,49.53294648981002,0.8946487248159514,0.09080585855165584,0.12557240225891422,-143.85002065912633,39.805195476124155,-10.02374432503756,0.07721425658494209,-9.236466427035717,0.8036104915404776,-0.20236519398456793,0.0015588464255973,6.860778882734791
4.164964752138559,0.749473799077219,63.54475091202696,49.98741439778706,0.7802035943121667,0.10721999161752543,0.01718115515326457,1.2207296110202803,2.2297467873397387,-0.561499849798814,0.08053233204897521,-0.834109820549415,0.04460616365581556,-0.011232824433273034,0.0016110521622131012,6.860495847523481
4.8119010928601,0.7605888661775392,63.94153819130575,51.450926260912496,0.41165874608559977,0.16007802195088283,0.01718115515372505,-5.5603089544277596e-9,2.2950284369332197,-0.5779392215917947,0.08289012600039532,-0.834109820549415,0.04460616365581556,-0.011232824433273034,0.0016110521622131012,6.860495847523481
5.280761570045614,0.7686444540559231,63.72964166770811,52.538309208009,0.13783152725746212,0.19935130852378719,0.017181155152330412,-0.9069967997109578,2.343532418563016,-0.5901536033119025,0.08464195664840014,-0.834109820549415,0.04460616365581556,-0.011232824433273034,0.0016110521622131012,6.860495847523481
5.486774811951504,0.7702240095270257,63.735867953167286,52.56098760668091,0.13211883973025776,0.21621101615494676,0.007667201424583554,0.026096265362228255,0.11010526464793177,-0.02773551083275443,0.08185509910015396,-0.36386915532940517,0.002094809661180227,-0.0005276824522074116,0.0015573356367052167,6.860480892880571
6.137699592407454,0.7752147600326875,63.744363200182924,52.632706437052676,0.11405286983273849,0.26952864802174104,0.00766720142514769,-4.864957202837791e-9,0.11025550194649085,-0.02777335560097079,0.08196678939048359,-0.36386915532940517,0.002094809661180227,-0.0005276824522074116,0.0015573356367052167,6.860480892880571
6.609450650380277,0.7788317808683087,63.73989752497765,52.68474544607165,0.10094424598106493,0.3082157921261411,0.007667201423475344,-0.018935395117248868,0.11036451376520402,-0.027800815672853703,0.08204783159382473,-0.36386915532940517,0.002094809661180227,-0.0005276824522074116,0.0015573356367052167,6.860480892880571
6.820019971182051,0.7803933275658388,63.7433350435971,52.697440169795,0.09774516975839764,0.32472887011652707,0.007415782895342684,0.014095249701888352,0.06029448619573485,-0.015194238280689316,0.07843002950173057,-0.35123756745921675,0.0011441634733185592,-0.000288329722047145,0.0014883081464739573,6.860469414431045
7.485340256643444,0.7853271776999177,63.748024546364086,52.737570418984895,0.08763232848742053,0.3769296071381554,0.00741578289732138,-1.397346723621174e-9,0.060340401760276455,-0.01520580902408325,0.07848975567802526,-0.35123756745921675,0.0011441634733185592,-0.000288329722047145,0.0014883081464739573,6.860469414431045
7.967524309211453,0.7889029602822217,63.745560281627455,52.76667370997627,0.08029828575916734,0.41478666684249166,0.007415782891479405,-0.010222170522139919,0.060373700682248434,-0.015214200367781856,0.07853307034454546,-0.35123756745921675,0.0011441634733185592,-0.000288329722047145,0.0014883081464739573,6.860469414431045
8.196122179111017,0.7905661605462337,63.74803877699786,52.77527913098862,0.07812763698705157,0.43185173492252926,0.007275611370198337,0.009361165812921856,0.037647181720080566,-0.009496201139401018,0.07465663014137126,-0.3441749518349007,0.0007133487935720411,-0.00017993654018460238,0.0014146136481824419,6.86043155021203
8.918405935730151,0.7958211944591855,63.751419764471144,52.802477971922606,0.07126694643029917,0.4857886743898228,0.007275611375552198,6.064505917326389e-9,0.037666583978664056,-0.009501095204293866,0.07469510599135555,-0.3441749518349007,0.0007133487935720411,-0.00017993654018460238,0.0014146136481824419,6.86043155021203
9.44187367973428,0.799629753335769,63.749643362823946,52.82219895291389,0.06629248636480779,0.5248965672817654,0.007275611359756975,-0.006787461601357282,0.03768065191540781,-0.00950464372908114,0.07472300356486232,-0.3441749518349007,0.0007133487935720411,-0.00017993654018460238,0.0014146136481824419,6.86043155021203
9.6872625752713,0.8013907543612461,63.75156552544763,52.82850811034761,0.06469816174448444,0.5422028811398636,0.007176320558736279,0.006763076250597154,0.02571221595751004,-0.006497479167716743,0.07052981278037862,-0.33918268059308593,0.0004867109986620712,-0.00012299191091965595,0.0013350710687619846,6.860401470302107
10.462599691837474,0.8069547987580645,63.75418751386413,52.84844742479785,0.05965949528634892,0.5968973530435944,0.00717632056408076,6.1495268810013705e-9,0.025721920639207477,-0.0064999315416231504,0.0705564331805836,-0.33918268059308593,0.0004867109986620712,-0.00012299191091965595,0.0013350710687619846,6.860401470302107
11.024517314284545,0.8109873113977921,63.75281000814592,52.86290304413989,0.05600655904875425,0.636549792850275,0.0071763205483137416,-0.004903089549215108,0.02572895634673994,-0.0065017094655462,0.07057573246430915,-0.33918268059308593,0.0004867109986620712,-0.00012299191091965595,0.0013350710687619846,6.860401470302107
11.281998459068308,0.8128143976308302,63.75436248452479,52.86781794261816,0.054761608053978,0.6535767534383413,0.0070959531733517075,0.005205777597755221,0.0190891427744648,-0.00483530787429201,0.06613159756436263,-0.3351628338894553,0.00036107302148738176,-9.146032614903192e-5,0.0012508857021160662,6.860382253592304
12.095542559871703,0.8185872443054125,63.75648014544205,52.883350018543226,0.05082731043637605,0.7073854019385614,0.0070959531771774345,3.0315638639181346e-9,0.019094750986729782,-0.004836728442690807,0.06615102641489899,-0.3351628338894553,0.00036107302148738176,-9.146032614903192e-5,0.0012508857021160662,6.860382253592304
12.685150302248198,0.8227710853259848,63.75536764840768,52.89460966282219,0.0479752260225679,0.7463928240122694,0.007095953165890291,-0.0037738112389427837,0.019098816539550863,-0.004837758253239273,0.06616511094599557,-0.3351628338894553,0.00036107302148738176,-9.146032614903192e-5,0.0012508857021160662,6.860382253592304
12.95146350879073,0.8246417263855323,63.756669483116234,52.89863736655623,0.046952373211569406,0.7627809470552487,0.0070241679301559215,0.004220532405961457,0.015124411008874373,-0.0038409096963382705,0.061538962942483115,-0.3315965398241906,0.0002859130547762317,-7.260885887096332e-5,0.0011633373940582055,6.860369312419173
13.792913620917059,0.830552188530415,63.758445230548965,52.911365281706324,0.04372006402275745,0.8145689268417788,0.007024167932370775,-2.0580597442085608e-10,0.015128050085179902,-0.00384183385552058,0.06155376980150123,-0.3315965398241906,0.0002859130547762317,-7.260885887096332e-5,0.0011633373940582055,6.860369312419173
14.40274595876244,0.8348357656584027,63.75751238087158,52.92059168692813,0.04137697844865787,0.8521097873455513,0.007024167925835242,-0.00305944424215812,0.01513068803428599,-0.003842503774203302,0.061564503225197666,-0.3315965398241906,0.0002859130547762317,-7.260885887096332e-5,0.0011633373940582055,6.860369312419173
14.675740208298153,0.8367348351468203,63.75863918045106,52.924027267075225,0.04050225953997578,0.8676161818719832,0.006956399003740583,0.0035636575233980784,0.012585132964554015,-0.0032042488612321275,0.05680264434479887,-0.3282514043225708,0.0002377962073398374,-6.054431278242422e-5,0.0010732865066726406,6.860360067030326
15.53829991708594,0.8427351195204399,63.7601761590925,52.93488376362415,0.037738131676075405,0.9166166742075671,0.006956399004652302,-2.7074275382336003e-9,0.0125877145977717,-0.003204906160208015,0.05681429647587529,-0.3282514043225708,0.0002377962073398374,-6.054431278242422e-5,0.0010732865066726406,6.860360067030326
