t,V,G,X,S,P,r_V,r_G,r_X,r_S,r_P,q_G,q_X,q_S,q_P,q_M
0.0,0.5,0.0,1.52,20.232696346682882,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.06710837613579924,0.5005539128530794,0.27822533711648123,1.616562356802171,20.208380013992983,0.00018156907807371857,0.008253950112186867,3.6431160245299874,1.482813129771793,-0.3734020023387957,0.0027881777314101804,-10.500000104763206,0.9172631810535546,-0.2309852142526979,0.0017247573034703829,6.859999938777675
0.2791457413014107,0.502304051358387,0.6780620099395817,1.9635257842480505,20.12100768369364,0.0008339747538767675,0.008253950112190293,-7.993661686135223e-13,1.8010699069400447,-0.4535454239652327,0.003386605436934702,-10.500000104763206,0.9172631810535546,-0.2309852142526979,0.0017247573034703829,6.859999938777675
0.43281764679651236,0.5035724552644384,0.44340455036643034,2.2607997279516203,20.046148159190277,0.0013929478121017579,0.00825395011218019,-3.1213764400315087,2.0737483501859146,-0.5222113095433463,0.0038993308424685124,-10.500000104763206,0.9172631810535546,-0.2309852142526979,0.0017247573034703829,6.859999938777675
0.49992602284739035,0.5043963421740784,0.857260621812853,2.40443372854729,20.009978245160312,0.0016595083665331297,0.012276879695157237,5.419088389574288,2.2056504230700433,-0.5554268895369625,0.004093316326337057,-10.500000104760858,0.9173263529299479,-0.2310011221945968,0.001702403471444388,6.859999938500983
0.7119633877446825,0.506999488493149,1.4520140602043532,2.9205373795480827,19.880013023765418,0.0026173099649311462,0.012276879695160763,-1.5468677265688094e-12,2.679085902976431,-0.6746474120868742,0.004971932973425993,-10.500000104760858,0.9173263529299479,-0.2310011221945968,0.001702403471444388,6.859999938500983
0.8656352930453225,0.5088861054374821,1.102960560420609,3.362733658460051,19.768659156809914,0.0034379519075196066,0.012276879695150358,-4.643060974901923,3.08472420278994,-0.7767952487458136,0.005724729453705329,-10.500000104760858,0.9173263529299479,-0.2310011221945968,0.001702403471444388,6.859999938500983
0.9327436690296987,0.5101115837700693,1.7185821712735623,3.576391348730724,19.714855877246013,0.0038292312014237277,0.01826106216407278,8.061044882104968,3.280943959953209,-0.826207307994521,0.006008514995941232,-10.50000010475731,0.9173895248118271,-0.23101703013786382,0.0016800496394427263,6.859999938124346
1.1447810337168702,0.5139835950537154,2.603296723012556,4.344109901272059,19.52152899134526,0.005235182809226484,0.01826106216407636,-3.2340047754569103e-12,3.985240918058328,-1.0035633679843599,0.007298320273331826,-10.50000010475731,0.9173895248118271,-0.23101703013786382,0.0016800496394427263,6.859999938124346
1.2984529388652275,0.5167898153736129,2.0840646613397764,5.001896763405437,19.35588510372301,0.0064398124138216615,0.018261062164065804,-6.906762121311535,4.58868769493833,-1.1555233353381174,0.008403434853889072,-10.50000010475731,0.9173895248118271,-0.23101703013786382,0.0016800496394427263,6.859999938124346
